,Agency,Agency Type,Distribution Channel,Product Name,Net Sales,Commision (in value),category_age,category_duration,Continent,Claim
7219,C2B,Airlines,Online,Annual Silver Plan,280.8,70.2,3.0,6.0,1.0,1.0
39292,JZI,Airlines,Online,Basic Plan,26.0,9.1,3.0,1.0,1.0,
28470,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,3.0,0.0,1.0,
11681,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,108.9,65.34,2.0,6.0,4.0,0.0
6721,EPX,Travel Agency,Online,Cancellation Plan,50.0,0.0,2.0,6.0,1.0,0.0
35195,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2.0,3.0,4.0,
19413,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2.0,3.0,1.0,0.0
11746,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,1.0,4.0,4.0,0.0
3708,C2B,Airlines,Online,Bronze Plan,17.0,4.25,1.0,1.0,1.0,0.0
13304,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1.0,4.0,1.0,0.0
18831,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,1.0,2.0,3.0,0.0
39183,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1.0,3.0,1.0,
8185,JZI,Airlines,Online,Basic Plan,26.0,9.1,2.0,6.0,1.0,0.0
32156,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,2.0,1.0,4.0,
23781,EPX,Travel Agency,Online,2 way Comprehensive Plan,83.0,0.0,2.0,3.0,0.0,
4608,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2.0,2.0,1.0,0.0
32147,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1.0,1.0,1.0,
23885,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2.0,4.0,1.0,
20740,EPX,Travel Agency,Online,2 way Comprehensive Plan,51.0,0.0,2.0,1.0,1.0,0.0
15165,EPX,Travel Agency,Online,2 way Comprehensive Plan,37.0,0.0,2.0,1.0,1.0,0.0
3813,EPX,Travel Agency,Online,2 way Comprehensive Plan,40.0,0.0,2.0,6.0,2.0,0.0
21428,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1.0,3.0,1.0,0.0
6498,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2.0,4.0,1.0,0.0
25268,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,99.0,59.4,2.0,4.0,4.0,
9084,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,2.0,3.0,1.0,0.0
26387,EPX,Travel Agency,Online,2 way Comprehensive Plan,61.0,0.0,2.0,4.0,1.0,
13619,JZI,Airlines,Online,Value Plan,45.0,15.75,2.0,1.0,1.0,0.0
8820,EPX,Travel Agency,Online,Cancellation Plan,36.0,0.0,2.0,5.0,3.0,0.0
14736,LWC,Travel Agency,Online,Annual Travel Protect Silver,229.8,149.37,2.0,6.0,3.0,0.0
11340,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,1.0,1.0,0.0
7188,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,2.0,6.0,1.0,0.0
12187,EPX,Travel Agency,Online,1 way Comprehensive Plan,33.0,0.0,2.0,0.0,1.0,0.0
19113,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,41.58,2.0,4.0,3.0,0.0
36075,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1.0,4.0,2.0,
36699,EPX,Travel Agency,Online,Cancellation Plan,64.0,0.0,2.0,1.0,1.0,
23536,JZI,Airlines,Online,Basic Plan,30.0,10.5,2.0,1.0,1.0,
15914,EPX,Travel Agency,Online,Cancellation Plan,39.0,0.0,2.0,4.0,1.0,0.0
14739,EPX,Travel Agency,Online,2 way Comprehensive Plan,32.0,0.0,2.0,0.0,1.0,0.0
29592,C2B,Airlines,Online,Bronze Plan,27.0,6.75,1.0,1.0,1.0,
29377,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2.0,1.0,1.0,
16912,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2.0,4.0,1.0,0.0
31450,EPX,Travel Agency,Online,Cancellation Plan,29.0,0.0,2.0,0.0,1.0,
27226,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2.0,2.0,1.0,
4053,C2B,Airlines,Online,Silver Plan,58.2,14.55,2.0,1.0,1.0,0.0
17043,EPX,Travel Agency,Online,Cancellation Plan,33.0,0.0,2.0,3.0,1.0,0.0
37307,EPX,Travel Agency,Online,Cancellation Plan,37.0,0.0,2.0,2.0,1.0,
24346,EPX,Travel Agency,Online,2 way Comprehensive Plan,26.0,0.0,2.0,3.0,1.0,
39255,EPX,Travel Agency,Online,2 way Comprehensive Plan,38.0,0.0,2.0,0.0,1.0,
12220,EPX,Travel Agency,Online,Cancellation Plan,30.0,0.0,2.0,4.0,1.0,0.0
5356,JZI,Airlines,Online,Basic Plan,44.0,15.4,1.0,6.0,1.0,0.0
14437,C2B,Airlines,Online,Bronze Plan,33.5,8.38,2.0,2.0,1.0,0.0
26485,EPX,Travel Agency,Online,2 way Comprehensive Plan,170.0,0.0,2.0,5.0,2.0,
8513,EPX,Travel Agency,Online,Cancellation Plan,65.0,0.0,2.0,2.0,2.0,0.0
30061,JZI,Airlines,Online,Basic Plan,30.0,10.5,3.0,2.0,1.0,
3399,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,3.0,5.0,1.0,0.0
7744,JZI,Airlines,Online,Basic Plan,33.0,11.55,2.0,5.0,1.0,0.0
6364,EPX,Travel Agency,Online,2 way Comprehensive Plan,26.0,0.0,2.0,2.0,1.0,0.0
23278,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,0.0,1.0,
4128,EPX,Travel Agency,Online,2 way Comprehensive Plan,110.0,0.0,2.0,4.0,1.0,0.0
35431,C2B,Airlines,Online,Silver Plan,31.85,7.96,1.0,1.0,1.0,
22338,C2B,Airlines,Online,Bronze Plan,13.5,3.38,2.0,0.0,1.0,
16680,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2.0,0.0,1.0,0.0
8791,EPX,Travel Agency,Online,2 way Comprehensive Plan,34.0,0.0,2.0,4.0,1.0,0.0
29527,JZI,Airlines,Online,Basic Plan,26.0,9.1,2.0,6.0,1.0,
26064,EPX,Travel Agency,Online,Cancellation Plan,27.0,0.0,2.0,4.0,1.0,
36996,C2B,Airlines,Online,Bronze Plan,69.5,17.38,3.0,2.0,1.0,
22983,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2.0,0.0,1.0,
10259,EPX,Travel Agency,Online,Cancellation Plan,34.0,0.0,2.0,2.0,4.0,0.0
24112,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2.0,1.0,1.0,
12996,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-39.6,23.76,3.0,4.0,2.0,0.0
7512,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2.0,3.0,3.0,0.0
7777,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2.0,4.0,1.0,0.0
19149,C2B,Airlines,Online,Bronze Plan,53.5,13.38,1.0,4.0,1.0,0.0
23829,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,2.0,6.0,1.0,
26923,C2B,Airlines,Online,Bronze Plan,27.0,6.75,1.0,3.0,1.0,
9595,EPX,Travel Agency,Online,Cancellation Plan,31.0,0.0,2.0,2.0,1.0,0.0
13265,JZI,Airlines,Online,Basic Plan,26.0,9.1,2.0,1.0,1.0,0.0
3280,JZI,Airlines,Online,Basic Plan,22.0,7.7,2.0,1.0,1.0,0.0
12403,EPX,Travel Agency,Online,2 way Comprehensive Plan,85.0,0.0,2.0,1.0,2.0,0.0
25455,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,2.0,1.0,
21508,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2.0,2.0,2.0,0.0
7296,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2.0,6.0,2.0,0.0
23245,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2.0,6.0,1.0,
35708,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1.0,1.0,1.0,
14182,JZI,Airlines,Online,Basic Plan,26.0,9.1,3.0,4.0,1.0,0.0
37543,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,3.0,1.0,
38788,KML,Travel Agency,Online,Premier Plan,86.0,32.68,2.0,3.0,2.0,
38269,JZI,Airlines,Online,Basic Plan,44.0,15.4,2.0,6.0,1.0,
6860,RAB,Airlines,Online,Value Plan,42.0,16.8,4.0,4.0,1.0,0.0
9440,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2.0,2.0,3.0,0.0
18047,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,2.0,4.0,1.0,0.0
911,EPX,Travel Agency,Online,2 way Comprehensive Plan,56.0,0.0,2.0,4.0,1.0,0.0
3588,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,1.0,6.0,1.0,0.0
11885,EPX,Travel Agency,Online,1 way Comprehensive Plan,45.0,0.0,1.0,1.0,1.0,0.0
35093,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2.0,0.0,1.0,
4917,EPX,Travel Agency,Online,1 way Comprehensive Plan,42.0,0.0,2.0,0.0,1.0,0.0
23272,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2.0,5.0,4.0,
8182,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2.0,3.0,1.0,0.0
9849,EPX,Travel Agency,Online,2 way Comprehensive Plan,50.0,0.0,2.0,4.0,1.0,0.0
27742,C2B,Airlines,Online,Silver Plan,82.55,20.64,1.0,2.0,1.0,
19025,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,1.0,4.0,1.0,0.0
16815,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2.0,1.0,1.0,0.0
17342,EPX,Travel Agency,Online,2 way Comprehensive Plan,0.0,0.0,2.0,3.0,1.0,0.0
34346,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2.0,1.0,2.0,
29138,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2.0,2.0,4.0,
26945,EPX,Travel Agency,Online,2 way Comprehensive Plan,71.0,0.0,2.0,3.0,3.0,
150,EPX,Travel Agency,Online,1 way Comprehensive Plan,26.0,0.0,2.0,5.0,0.0,0.0
20786,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,65.34,2.0,1.0,1.0,0.0
12784,EPX,Travel Agency,Online,Cancellation Plan,39.0,0.0,1.0,3.0,1.0,0.0
35076,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2.0,5.0,4.0,
38924,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1.0,5.0,1.0,
7346,JZI,Airlines,Online,Basic Plan,22.0,7.7,2.0,4.0,1.0,0.0
4475,EPX,Travel Agency,Online,2 way Comprehensive Plan,25.0,0.0,2.0,5.0,1.0,0.0
25909,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2.0,3.0,1.0,
31753,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2.0,0.0,1.0,
17373,EPX,Travel Agency,Online,1 way Comprehensive Plan,34.0,0.0,2.0,0.0,1.0,0.0
23420,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,5.0,3.0,
25943,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,1.0,0.0,2.0,
14540,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2.0,3.0,1.0,0.0
28466,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,1.0,1.0,
35002,EPX,Travel Agency,Online,Cancellation Plan,29.0,0.0,2.0,2.0,1.0,
29406,EPX,Travel Agency,Online,2 way Comprehensive Plan,81.0,0.0,2.0,0.0,1.0,
3179,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2.0,2.0,1.0,0.0
20664,EPX,Travel Agency,Online,2 way Comprehensive Plan,82.0,0.0,2.0,4.0,2.0,0.0
16245,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2.0,0.0,2.0,0.0
20139,EPX,Travel Agency,Online,Cancellation Plan,55.0,0.0,2.0,1.0,1.0,0.0
20656,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,108.9,65.34,2.0,1.0,4.0,0.0
2590,JZI,Airlines,Online,Basic Plan,18.0,6.3,2.0,0.0,1.0,0.0
26088,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,1.0,1.0,
23040,EPX,Travel Agency,Online,2 way Comprehensive Plan,107.0,0.0,2.0,2.0,1.0,
24819,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,3.0,3.0,
6673,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2.0,1.0,1.0,0.0
15319,C2B,Airlines,Online,Bronze Plan,29.5,7.38,2.0,1.0,1.0,0.0
23032,EPX,Travel Agency,Online,2 way Comprehensive Plan,78.0,0.0,2.0,1.0,1.0,
10038,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2.0,4.0,1.0,0.0
19367,EPX,Travel Agency,Online,Cancellation Plan,70.0,0.0,2.0,2.0,1.0,0.0
38641,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,1.0,6.0,1.0,
20512,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,3.0,0.0,3.0,0.0
37283,C2B,Airlines,Online,Bronze Plan,16.0,4.0,1.0,6.0,1.0,
5090,C2B,Airlines,Online,Bronze Plan,18.0,4.5,2.0,0.0,1.0,0.0
2426,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2.0,4.0,1.0,0.0
11270,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,1.0,0.0,3.0,0.0
36920,EPX,Travel Agency,Online,2 way Comprehensive Plan,31.0,0.0,2.0,4.0,1.0,
24526,EPX,Travel Agency,Online,Cancellation Plan,36.0,0.0,2.0,2.0,1.0,
16436,EPX,Travel Agency,Online,2 way Comprehensive Plan,91.0,0.0,2.0,4.0,1.0,0.0
15200,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,3.0,5.0,1.0,0.0
14664,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2.0,4.0,1.0,0.0
29935,JZI,Airlines,Online,Basic Plan,18.0,6.3,2.0,0.0,1.0,
26109,EPX,Travel Agency,Online,1 way Comprehensive Plan,44.0,0.0,2.0,4.0,1.0,
31291,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,3.0,4.0,1.0,
33128,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,6.0,1.0,
17629,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2.0,0.0,1.0,0.0
22581,EPX,Travel Agency,Online,2 way Comprehensive Plan,27.0,0.0,2.0,5.0,1.0,
7069,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,1.0,4.0,1.0,0.0
8543,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,4.0,1.0,0.0
8091,RAB,Airlines,Online,Value Plan,23.0,9.2,4.0,1.0,1.0,0.0
18852,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-108.9,65.34,2.0,6.0,3.0,0.0
18635,JZI,Airlines,Online,Value Plan,58.0,20.3,2.0,4.0,1.0,0.0
36401,C2B,Airlines,Online,Annual Gold Plan,333.0,83.25,3.0,6.0,1.0,
23693,ART,Airlines,Online,24 Protect,11.15,3.9,2.0,0.0,1.0,
36300,EPX,Travel Agency,Online,Cancellation Plan,71.0,0.0,2.0,5.0,1.0,
21390,JZI,Airlines,Online,Basic Plan,18.0,6.3,1.0,0.0,1.0,0.0
25172,ART,Airlines,Online,24 Protect,16.93,5.93,3.0,4.0,1.0,
3864,EPX,Travel Agency,Online,2 way Comprehensive Plan,27.0,0.0,2.0,2.0,1.0,0.0
27383,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2.0,4.0,1.0,
14757,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,41.58,2.0,1.0,1.0,0.0
33663,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,2.0,5.0,1.0,
36808,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2.0,2.0,2.0,
37275,EPX,Travel Agency,Online,1 way Comprehensive Plan,49.0,0.0,2.0,0.0,2.0,
26789,EPX,Travel Agency,Online,2 way Comprehensive Plan,61.0,0.0,2.0,2.0,4.0,
28161,C2B,Airlines,Online,Annual Silver Plan,187.85,46.96,2.0,6.0,1.0,
22044,EPX,Travel Agency,Online,Cancellation Plan,102.0,0.0,2.0,4.0,3.0,
8301,C2B,Airlines,Online,Silver Plan,25.0,6.25,1.0,4.0,1.0,0.0
34813,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2.0,5.0,1.0,
20974,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2.0,2.0,1.0,0.0
21759,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1.0,4.0,1.0,0.0
27794,C2B,Airlines,Online,Gold Plan,88.0,22.0,2.0,2.0,1.0,
15824,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,3.0,1.0,1.0,0.0
17319,EPX,Travel Agency,Online,Cancellation Plan,28.0,0.0,2.0,3.0,3.0,0.0
23185,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,25.0,16.25,4.0,0.0,1.0,
34052,JZI,Airlines,Online,Basic Plan,22.0,7.7,2.0,1.0,1.0,
12436,RAB,Airlines,Online,Value Plan,15.0,6.0,3.0,2.0,1.0,0.0
31668,EPX,Travel Agency,Online,Cancellation Plan,70.0,0.0,1.0,5.0,1.0,
29605,C2B,Airlines,Online,Silver Plan,164.5,41.13,1.0,5.0,1.0,
22287,EPX,Travel Agency,Online,2 way Comprehensive Plan,27.0,0.0,2.0,2.0,1.0,
25219,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2.0,1.0,1.0,
27549,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2.0,3.0,1.0,
28193,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,128.7,77.22,2.0,6.0,2.0,
23917,EPX,Travel Agency,Online,2 way Comprehensive Plan,25.0,0.0,2.0,6.0,1.0,
3645,EPX,Travel Agency,Online,2 way Comprehensive Plan,100.0,0.0,2.0,1.0,1.0,0.0
8689,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2.0,4.0,2.0,0.0
38771,EPX,Travel Agency,Online,1 way Comprehensive Plan,24.0,0.0,2.0,2.0,5.0,
6565,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,5.94,1.0,4.0,1.0,0.0
38184,C2B,Airlines,Online,Bronze Plan,11.5,2.88,4.0,4.0,1.0,
2752,EPX,Travel Agency,Online,Cancellation Plan,27.0,0.0,2.0,1.0,1.0,1.0
13603,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,3.0,0.0,1.0,0.0
29985,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2.0,5.0,2.0,
25891,EPX,Travel Agency,Online,2 way Comprehensive Plan,50.0,0.0,2.0,1.0,1.0,
37784,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,99.0,59.4,3.0,6.0,4.0,
10887,JZI,Airlines,Online,Basic Plan,30.0,10.5,2.0,1.0,1.0,0.0
7267,C2B,Airlines,Online,Silver Plan,18.5,4.63,2.0,0.0,1.0,0.0
36326,EPX,Travel Agency,Online,2 way Comprehensive Plan,72.0,0.0,2.0,2.0,1.0,
31714,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2.0,4.0,1.0,
20634,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2.0,2.0,1.0,0.0
27487,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2.0,2.0,1.0,
2793,JZI,Airlines,Online,Basic Plan,22.0,7.7,2.0,2.0,1.0,0.0
18206,C2B,Airlines,Online,Bronze Plan,17.0,4.25,2.0,4.0,1.0,0.0
250,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2.0,3.0,1.0,0.0
37726,JZI,Airlines,Online,Basic Plan,26.0,9.1,1.0,1.0,1.0,
24484,JZI,Airlines,Online,Basic Plan,22.0,7.7,2.0,1.0,1.0,
17044,JZI,Airlines,Online,Value Plan,36.0,12.6,2.0,5.0,1.0,0.0
7605,C2B,Airlines,Online,Bronze Plan,53.5,13.38,2.0,6.0,1.0,0.0
36183,JZI,Airlines,Online,Basic Plan,52.0,18.2,2.0,5.0,1.0,
29407,C2B,Airlines,Online,Bronze Plan,11.5,2.88,2.0,0.0,1.0,
12280,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,2.0,1.0,4.0,0.0
36587,JZI,Airlines,Online,Basic Plan,26.0,9.1,2.0,1.0,1.0,
27402,EPX,Travel Agency,Online,Cancellation Plan,44.0,0.0,2.0,4.0,1.0,
4126,JZI,Airlines,Online,Basic Plan,50.0,17.5,1.0,5.0,1.0,0.0
28336,RAB,Airlines,Online,Value Plan,15.0,6.0,2.0,4.0,1.0,
34469,EPX,Travel Agency,Online,2 way Comprehensive Plan,32.0,0.0,2.0,0.0,1.0,
11605,SSI,Airlines,Online,Ticket Protector,2.64,0.74,2.0,4.0,1.0,0.0
30305,EPX,Travel Agency,Online,2 way Comprehensive Plan,106.0,0.0,2.0,3.0,3.0,
14690,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,3.0,0.0,1.0,0.0
24877,EPX,Travel Agency,Online,2 way Comprehensive Plan,43.0,0.0,2.0,4.0,1.0,
2723,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,1.0,1.0,1.0,0.0
24565,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,1.0,3.0,4.0,
25476,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,3.0,6.0,1.0,
15402,EPX,Travel Agency,Online,2 way Comprehensive Plan,0.0,0.0,3.0,5.0,1.0,0.0
6546,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2.0,1.0,4.0,0.0
18127,C2B,Airlines,Online,Silver Plan,76.2,19.05,2.0,3.0,1.0,0.0
34042,EPX,Travel Agency,Online,2 way Comprehensive Plan,26.0,0.0,2.0,5.0,1.0,
3129,JZI,Airlines,Online,Basic Plan,18.0,6.3,1.0,1.0,1.0,0.0
28289,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2.0,6.0,2.0,
34537,EPX,Travel Agency,Online,1 way Comprehensive Plan,59.0,0.0,2.0,2.0,1.0,
14040,C2B,Airlines,Online,Silver Plan,54.5,13.63,2.0,2.0,1.0,0.0
29464,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,100.98,2.0,4.0,3.0,
26691,JZI,Airlines,Online,Basic Plan,37.0,12.95,1.0,6.0,1.0,
20455,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,4.0,4.0,1.0,0.0
3743,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,1.0,4.0,4.0,0.0
23354,JZI,Airlines,Online,Basic Plan,22.0,7.7,3.0,2.0,1.0,
36247,JZI,Airlines,Online,Basic Plan,30.0,10.5,3.0,4.0,1.0,
22700,EPX,Travel Agency,Online,Cancellation Plan,23.0,0.0,2.0,2.0,1.0,
16162,EPX,Travel Agency,Online,2 way Comprehensive Plan,30.0,0.0,2.0,6.0,1.0,0.0
9074,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1.0,2.0,1.0,0.0
36963,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2.0,5.0,4.0,
38755,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2.0,3.0,2.0,
16944,JZI,Airlines,Online,Basic Plan,35.0,12.25,1.0,4.0,1.0,0.0
22437,RAB,Airlines,Online,Value Plan,15.0,6.0,2.0,4.0,1.0,
17484,C2B,Airlines,Online,Gold Plan,36.0,9.0,3.0,0.0,1.0,0.0
8744,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,1.0,2.0,1.0,0.0
12873,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1.0,5.0,1.0,0.0
19857,EPX,Travel Agency,Online,2 way Comprehensive Plan,30.0,0.0,2.0,1.0,2.0,1.0
20920,C2B,Airlines,Online,Bronze Plan,20.0,5.0,3.0,1.0,1.0,0.0
10136,JZI,Airlines,Online,Basic Plan,26.0,9.1,3.0,1.0,4.0,0.0
12991,C2B,Airlines,Online,Bronze Plan,86.0,21.5,1.0,4.0,1.0,0.0
13315,C2B,Airlines,Online,Bronze Plan,27.0,6.75,3.0,2.0,1.0,0.0
11118,C2B,Airlines,Online,Bronze Plan,60.0,15.0,2.0,4.0,1.0,0.0
11264,C2B,Airlines,Online,Silver Plan,27.75,6.94,2.0,4.0,1.0,0.0
33416,C2B,Airlines,Online,Gold Plan,142.5,35.63,4.0,4.0,1.0,
13393,EPX,Travel Agency,Online,Cancellation Plan,28.0,0.0,2.0,6.0,1.0,0.0
20690,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,108.9,65.34,2.0,6.0,2.0,0.0
10091,C2B,Airlines,Online,Bronze Plan,23.5,5.88,2.0,2.0,1.0,0.0
8474,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,128.7,77.22,2.0,6.0,2.0,0.0
18951,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,50.5,32.83,1.0,4.0,1.0,0.0
23614,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,5.94,3.0,0.0,1.0,
13446,EPX,Travel Agency,Online,1 way Comprehensive Plan,39.0,0.0,2.0,6.0,1.0,0.0
20736,EPX,Travel Agency,Online,Cancellation Plan,56.0,0.0,2.0,4.0,2.0,0.0
6469,EPX,Travel Agency,Online,2 way Comprehensive Plan,40.0,0.0,2.0,5.0,1.0,0.0
23734,EPX,Travel Agency,Online,2 way Comprehensive Plan,107.0,0.0,3.0,5.0,3.0,
11731,C2B,Airlines,Online,Bronze Plan,18.0,4.5,2.0,0.0,1.0,0.0
12118,EPX,Travel Agency,Online,2 way Comprehensive Plan,65.0,0.0,2.0,4.0,1.0,0.0
13269,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,3.0,1.0,1.0,0.0
22265,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2.0,0.0,1.0,
28343,C2B,Airlines,Online,Bronze Plan,94.0,23.5,1.0,5.0,1.0,
25510,EPX,Travel Agency,Online,Cancellation Plan,51.0,0.0,2.0,6.0,4.0,
31844,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2.0,1.0,1.0,
15366,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2.0,4.0,1.0,0.0
31436,JZI,Airlines,Online,Basic Plan,22.0,7.7,3.0,5.0,1.0,
13163,EPX,Travel Agency,Online,2 way Comprehensive Plan,56.0,0.0,2.0,5.0,1.0,0.0
24556,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,1.0,4.0,1.0,
